Date,REGION,Product,Spend
30/4/2010,Taranaki,Food and beverage serving services,2.442832296
30/4/2010,Taranaki,Other passenger transport,2.596831684
30/4/2010,Taranaki,Other tourism products,1.831373442
30/4/2010,Taranaki,"Retail sales - alcohol, food, and beverages",2.612018931
30/4/2010,Taranaki,Retail sales - fuel and other automotive products,2.667447454
30/4/2010,Taranaki,Retail sales - other,4.998713879
30/4/2010,Tasman,Accommodation services,1.542024731
30/4/2010,Tasman,"Cultural, recreation, and gambling services",0.740180167
30/4/2010,Tasman,Food and beverage serving services,1.712508078
30/4/2010,Tasman,Other passenger transport,2.453110733
30/4/2010,Tasman,Other tourism products,0.436145429
30/4/2010,Tasman,"Retail sales - alcohol, food, and beverages",2.27667557
30/4/2010,Tasman,Retail sales - fuel and other automotive products,1.766506748
30/4/2010,Tasman,Retail sales - other,2.161323059
30/4/2010,Waikato,Accommodation services,8.947171557
30/4/2010,Waikato,"Cultural, recreation, and gambling services",6.671333521
30/4/2010,Waikato,Food and beverage serving services,17.2083974
30/4/2010,Waikato,Other passenger transport,11.52864163
30/4/2010,Waikato,Other tourism products,7.245957611
30/4/2010,Waikato,"Retail sales - alcohol, food, and beverages",17.6792418
30/4/2010,Waikato,Retail sales - fuel and other automotive products,20.72610953
30/4/2010,Waikato,Retail sales - other,32.3135179
30/4/2010,Wellington,Accommodation services,8.203902726
30/4/2010,Wellington,"Cultural, recreation, and gambling services",2.84209636
30/4/2010,Wellington,Food and beverage serving services,14.75876979
30/4/2010,Wellington,Other passenger transport,22.5502246
30/4/2010,Wellington,Other tourism products,13.37527674
30/4/2010,Wellington,"Retail sales - alcohol, food, and beverages",10.21624458
30/4/2010,Wellington,Retail sales - fuel and other automotive products,6.511146327
30/4/2010,Wellington,Retail sales - other,31.68467722
30/4/2010,West Coast,Accommodation services,3.519378268
30/4/2010,West Coast,"Cultural, recreation, and gambling services",0.966717424
30/4/2010,West Coast,Food and beverage serving services,2.125830299
30/4/2010,West Coast,Other passenger transport,4.132354467
30/4/2010,West Coast,Other tourism products,0.586606769
30/4/2010,West Coast,"Retail sales - alcohol, food, and beverages",2.286038822
30/4/2010,West Coast,Retail sales - fuel and other automotive products,3.442868202
30/4/2010,West Coast,Retail sales - other,1.947063501
31/5/2010,Auckland,Accommodation services,11.33921138
31/5/2010,Auckland,"Cultural, recreation, and gambling services",5.131478931
31/5/2010,Auckland,Food and beverage serving services,20.16527406
31/5/2010,Auckland,Other passenger transport,51.78946862
31/5/2010,Auckland,Other tourism products,26.665341
31/5/2010,Auckland,"Retail sales - alcohol, food, and beverages",15.34106024
31/5/2010,Auckland,Retail sales - fuel and other automotive products,11.77267675
31/5/2010,Auckland,Retail sales - other,66.55177084
31/5/2010,Bay of Plenty,Accommodation services,5.249096205
31/5/2010,Bay of Plenty,"Cultural, recreation, and gambling services",3.339570916
31/5/2010,Bay of Plenty,Food and beverage serving services,7.138210557
31/5/2010,Bay of Plenty,Other passenger transport,5.855803258
31/5/2010,Bay of Plenty,Other tourism products,4.895562354
31/5/2010,Bay of Plenty,"Retail sales - alcohol, food, and beverages",6.911143322
31/5/2010,Bay of Plenty,Retail sales - fuel and other automotive products,6.069538493
31/5/2010,Bay of Plenty,Retail sales - other,18.24395605
31/5/2010,Canterbury,Accommodation services,9.867524066
31/5/2010,Canterbury,"Cultural, recreation, and gambling services",4.63807835
31/5/2010,Canterbury,Food and beverage serving services,14.52933419
31/5/2010,Canterbury,Other passenger transport,24.78688091
31/5/2010,Canterbury,Other tourism products,10.55143405
31/5/2010,Canterbury,"Retail sales - alcohol, food, and beverages",13.56712212
31/5/2010,Canterbury,Retail sales - fuel and other automotive products,10.83467654
31/5/2010,Canterbury,Retail sales - other,39.09362437
31/5/2010,Gisborne,Accommodation services,0.795824689
31/5/2010,Gisborne,"Cultural, recreation, and gambling services",0.085530009
31/5/2010,Gisborne,Food and beverage serving services,0.807398308
31/5/2010,Gisborne,Other passenger transport,0.486622129
31/5/2010,Gisborne,Other tourism products,0.317364117
31/5/2010,Gisborne,"Retail sales - alcohol, food, and beverages",1.80198175
31/5/2010,Gisborne,Retail sales - fuel and other automotive products,1.021880748
31/5/2010,Gisborne,Retail sales - other,1.181162233
31/5/2010,Hawke's Bay,Accommodation services,2.281827821
31/5/2010,Hawke's Bay,"Cultural, recreation, and gambling services",0.484285811
31/5/2010,Hawke's Bay,Food and beverage serving services,2.928702983
31/5/2010,Hawke's Bay,Other passenger transport,3.652985022
31/5/2010,Hawke's Bay,Other tourism products,2.63086861
31/5/2010,Hawke's Bay,"Retail sales - alcohol, food, and beverages",3.750538057
31/5/2010,Hawke's Bay,Retail sales - fuel and other automotive products,2.436980937
31/5/2010,Hawke's Bay,Retail sales - other,6.444711745
31/5/2010,Manawatu-Whanganui,Accommodation services,3.224418521
31/5/2010,Manawatu-Whanganui,"Cultural, recreation, and gambling services",3.231670122
31/5/2010,Manawatu-Whanganui,Food and beverage serving services,5.58887551
31/5/2010,Manawatu-Whanganui,Other passenger transport,3.367135544
31/5/2010,Manawatu-Whanganui,Other tourism products,3.228761949
31/5/2010,Manawatu-Whanganui,"Retail sales - alcohol, food, and beverages",5.961674291
31/5/2010,Manawatu-Whanganui,Retail sales - fuel and other automotive products,6.809886103
31/5/2010,Manawatu-Whanganui,Retail sales - other,14.92655031
31/5/2010,Marlborough,Accommodation services,1.315864552
31/5/2010,Marlborough,"Cultural, recreation, and gambling services",0.204512217
31/5/2010,Marlborough,Food and beverage serving services,1.311180712
31/5/2010,Marlborough,Other passenger transport,3.951449515
31/5/2010,Marlborough,Other tourism products,0.307158325
31/5/2010,Marlborough,"Retail sales - alcohol, food, and beverages",1.620086238
31/5/2010,Marlborough,Retail sales - fuel and other automotive products,1.554689943
31/5/2010,Marlborough,Retail sales - other,1.704245526
31/5/2010,Nelson,Accommodation services,1.486611635
31/5/2010,Nelson,"Cultural, recreation, and gambling services",0.133801506
31/5/2010,Nelson,Food and beverage serving services,1.274710166
31/5/2010,Nelson,Other passenger transport,3.737880097
31/5/2010,Nelson,Other tourism products,1.171404033
31/5/2010,Nelson,"Retail sales - alcohol, food, and beverages",1.072677433
31/5/2010,Nelson,Retail sales - fuel and other automotive products,0.597545353
31/5/2010,Nelson,Retail sales - other,3.921997956
31/5/2010,Northland,Accommodation services,2.985705374
31/5/2010,Northland,"Cultural, recreation, and gambling services",1.05076016
31/5/2010,Northland,Food and beverage serving services,3.638296589
31/5/2010,Northland,Other passenger transport,7.792422889
31/5/2010,Northland,Other tourism products,3.180595013
31/5/2010,Northland,"Retail sales - alcohol, food, and beverages",6.560297994
31/5/2010,Northland,Retail sales - fuel and other automotive products,5.116332293
31/5/2010,Northland,Retail sales - other,9.634372845
31/5/2010,Otago,Accommodation services,6.282783774
31/5/2010,Otago,"Cultural, recreation, and gambling services",2.930142804
31/5/2010,Otago,Food and beverage serving services,9.673853541
31/5/2010,Otago,Other passenger transport,10.2901076
31/5/2010,Otago,Other tourism products,4.036800212
31/5/2010,Otago,"Retail sales - alcohol, food, and beverages",8.427825441
31/5/2010,Otago,Retail sales - fuel and other automotive products,5.319514382
31/5/2010,Otago,Retail sales - other,18.69123391
31/5/2010,Southland,Accommodation services,2.206196144
31/5/2010,Southland,"Cultural, recreation, and gambling services",0.535606371
31/5/2010,Southland,Food and beverage serving services,2.62886338
31/5/2010,Southland,Other passenger transport,6.592784633
31/5/2010,Southland,Other tourism products,1.518575078
31/5/2010,Southland,"Retail sales - alcohol, food, and beverages",3.777615922
31/5/2010,Southland,Retail sales - fuel and other automotive products,2.49888481
31/5/2010,Southland,Retail sales - other,7.131996013
31/5/2010,Taranaki,Accommodation services,1.678023109
31/5/2010,Taranaki,"Cultural, recreation, and gambling services",0.953042772
31/5/2010,Taranaki,Food and beverage serving services,1.917332683
31/5/2010,Taranaki,Other passenger transport,3.085920881
31/5/2010,Taranaki,Other tourism products,1.53966942
31/5/2010,Taranaki,"Retail sales - alcohol, food, and beverages",2.054567097
31/5/2010,Taranaki,Retail sales - fuel and other automotive products,1.912670338
31/5/2010,Taranaki,Retail sales - other,4.67058124
31/5/2010,Tasman,Accommodation services,0.551170829
31/5/2010,Tasman,"Cultural, recreation, and gambling services",0.179653923
31/5/2010,Tasman,Food and beverage serving services,0.893612846
31/5/2010,Tasman,Other passenger transport,2.29497552
31/5/2010,Tasman,Other tourism products,0.495059156
31/5/2010,Tasman,"Retail sales - alcohol, food, and beverages",1.474811107
31/5/2010,Tasman,Retail sales - fuel and other automotive products,0.94060751
31/5/2010,Tasman,Retail sales - other,1.560804961
31/5/2010,Waikato,Accommodation services,5.822623128
31/5/2010,Waikato,"Cultural, recreation, and gambling services",3.750343386
31/5/2010,Waikato,Food and beverage serving services,12.05078959
31/5/2010,Waikato,Other passenger transport,10.22984493
31/5/2010,Waikato,Other tourism products,6.997538165
31/5/2010,Waikato,"Retail sales - alcohol, food, and beverages",11.7661674
31/5/2010,Waikato,Retail sales - fuel and other automotive products,14.66788687
31/5/2010,Waikato,Retail sales - other,26.20279459
31/5/2010,Wellington,Accommodation services,7.864373361
31/5/2010,Wellington,"Cultural, recreation, and gambling services",2.293428041
31/5/2010,Wellington,Food and beverage serving services,15.13208094
31/5/2010,Wellington,Other passenger transport,23.00352132
31/5/2010,Wellington,Other tourism products,14.14435199
31/5/2010,Wellington,"Retail sales - alcohol, food, and beverages",8.517773018
31/5/2010,Wellington,Retail sales - fuel and other automotive products,5.17393164
31/5/2010,Wellington,Retail sales - other,28.7531781
31/5/2010,West Coast,Accommodation services,1.75027056
31/5/2010,West Coast,"Cultural, recreation, and gambling services",0.44557391
31/5/2010,West Coast,Food and beverage serving services,1.282815377
31/5/2010,West Coast,Other passenger transport,2.564634796
31/5/2010,West Coast,Other tourism products,0.431206126
31/5/2010,West Coast,"Retail sales - alcohol, food, and beverages",1.69151955
31/5/2010,West Coast,Retail sales - fuel and other automotive products,2.095276794
31/5/2010,West Coast,Retail sales - other,1.53013517
30/6/2010,Auckland,Accommodation services,9.693029059
30/6/2010,Auckland,"Cultural, recreation, and gambling services",3.515414651
30/6/2010,Auckland,Food and beverage serving services,17.88123503
30/6/2010,Auckland,Other passenger transport,52.84363268
30/6/2010,Auckland,Other tourism products,26.15836062
30/6/2010,Auckland,"Retail sales - alcohol, food, and beverages",13.49856725
30/6/2010,Auckland,Retail sales - fuel and other automotive products,10.46726372
30/6/2010,Auckland,Retail sales - other,64.25630332
30/6/2010,Bay of Plenty,Accommodation services,6.10096265
30/6/2010,Bay of Plenty,"Cultural, recreation, and gambling services",3.519628819
30/6/2010,Bay of Plenty,Food and beverage serving services,7.285471893
30/6/2010,Bay of Plenty,Other passenger transport,8.19423833
30/6/2010,Bay of Plenty,Other tourism products,4.692051348
30/6/2010,Bay of Plenty,"Retail sales - alcohol, food, and beverages",6.705413571
30/6/2010,Bay of Plenty,Retail sales - fuel and other automotive products,5.946814768
30/6/2010,Bay of Plenty,Retail sales - other,17.74352101
30/6/2010,Canterbury,Accommodation services,9.815697736
30/6/2010,Canterbury,"Cultural, recreation, and gambling services",5.703581311
30/6/2010,Canterbury,Food and beverage serving services,13.70975404
30/6/2010,Canterbury,Other passenger transport,20.00055648
30/6/2010,Canterbury,Other tourism products,10.85466639
30/6/2010,Canterbury,"Retail sales - alcohol, food, and beverages",12.38521164
30/6/2010,Canterbury,Retail sales - fuel and other automotive products,10.4109906
30/6/2010,Canterbury,Retail sales - other,35.64982307
30/6/2010,Gisborne,Accommodation services,0.648319775
30/6/2010,Gisborne,"Cultural, recreation, and gambling services",0.097972189
30/6/2010,Gisborne,Food and beverage serving services,0.753042883
30/6/2010,Gisborne,Other passenger transport,0.42945167
30/6/2010,Gisborne,Other tourism products,0.267087263
30/6/2010,Gisborne,"Retail sales - alcohol, food, and beverages",1.594064321
30/6/2010,Gisborne,Retail sales - fuel and other automotive products,0.911733258
30/6/2010,Gisborne,Retail sales - other,1.189371992
30/6/2010,Hawke's Bay,Accommodation services,2.333864017
30/6/2010,Hawke's Bay,"Cultural, recreation, and gambling services",0.492846494
30/6/2010,Hawke's Bay,Food and beverage serving services,2.794038879
30/6/2010,Hawke's Bay,Other passenger transport,4.177557179
30/6/2010,Hawke's Bay,Other tourism products,3.038549356
30/6/2010,Hawke's Bay,"Retail sales - alcohol, food, and beverages",3.789441973
30/6/2010,Hawke's Bay,Retail sales - fuel and other automotive products,2.535532978
30/6/2010,Hawke's Bay,Retail sales - other,6.63549357
30/6/2010,Manawatu-Whanganui,Accommodation services,3.5137379
30/6/2010,Manawatu-Whanganui,"Cultural, recreation, and gambling services",2.079764604
30/6/2010,Manawatu-Whanganui,Food and beverage serving services,4.996657658
30/6/2010,Manawatu-Whanganui,Other passenger transport,3.6145965
30/6/2010,Manawatu-Whanganui,Other tourism products,3.117134622
30/6/2010,Manawatu-Whanganui,"Retail sales - alcohol, food, and beverages",5.654862461
30/6/2010,Manawatu-Whanganui,Retail sales - fuel and other automotive products,6.573001614
30/6/2010,Manawatu-Whanganui,Retail sales - other,14.07691031
30/6/2010,Marlborough,Accommodation services,0.991401487
30/6/2010,Marlborough,"Cultural, recreation, and gambling services",0.159478025
30/6/2010,Marlborough,Food and beverage serving services,1.23280082
30/6/2010,Marlborough,Other passenger transport,3.182686063
30/6/2010,Marlborough,Other tourism products,0.589146553
30/6/2010,Marlborough,"Retail sales - alcohol, food, and beverages",1.593596525
30/6/2010,Marlborough,Retail sales - fuel and other automotive products,1.3752122
30/6/2010,Marlborough,Retail sales - other,1.67651144
30/6/2010,Nelson,Accommodation services,1.094379367
30/6/2010,Nelson,"Cultural, recreation, and gambling services",0.121900017
30/6/2010,Nelson,Food and beverage serving services,1.1640104
30/6/2010,Nelson,Other passenger transport,3.580703926
30/6/2010,Nelson,Other tourism products,0.971396241
30/6/2010,Nelson,"Retail sales - alcohol, food, and beverages",0.974710039
30/6/2010,Nelson,Retail sales - fuel and other automotive products,0.627219089
30/6/2010,Nelson,Retail sales - other,3.682725496
30/6/2010,Northland,Accommodation services,2.384913745
30/6/2010,Northland,"Cultural, recreation, and gambling services",0.963343621
30/6/2010,Northland,Food and beverage serving services,3.503475756
30/6/2010,Northland,Other passenger transport,7.06055977
30/6/2010,Northland,Other tourism products,2.68828354
30/6/2010,Northland,"Retail sales - alcohol, food, and beverages",6.284113227
30/6/2010,Northland,Retail sales - fuel and other automotive products,4.688594113
30/6/2010,Northland,Retail sales - other,8.631867969
30/6/2010,Otago,Accommodation services,5.86351209
30/6/2010,Otago,"Cultural, recreation, and gambling services",6.10597056
30/6/2010,Otago,Food and beverage serving services,8.966537026
30/6/2010,Otago,Other passenger transport,12.59755506
30/6/2010,Otago,Other tourism products,3.85274543
30/6/2010,Otago,"Retail sales - alcohol, food, and beverages",7.793009894
30/6/2010,Otago,Retail sales - fuel and other automotive products,5.080554094
30/6/2010,Otago,Retail sales - other,16.92577919
30/6/2010,Southland,Accommodation services,1.712852651
30/6/2010,Southland,"Cultural, recreation, and gambling services",0.339552722
30/6/2010,Southland,Food and beverage serving services,2.179816746
30/6/2010,Southland,Other passenger transport,3.231839046
30/6/2010,Southland,Other tourism products,1.182607012
30/6/2010,Southland,"Retail sales - alcohol, food, and beverages",3.604039835
30/6/2010,Southland,Retail sales - fuel and other automotive products,2.462386641
30/6/2010,Southland,Retail sales - other,6.016086273
30/6/2010,Taranaki,Accommodation services,2.030569442
30/6/2010,Taranaki,"Cultural, recreation, and gambling services",0.406700067
30/6/2010,Taranaki,Food and beverage serving services,2.233328945
30/6/2010,Taranaki,Other passenger transport,2.107320854
30/6/2010,Taranaki,Other tourism products,1.655435911
30/6/2010,Taranaki,"Retail sales - alcohol, food, and beverages",2.03479748
30/6/2010,Taranaki,Retail sales - fuel and other automotive products,1.927193364
30/6/2010,Taranaki,Retail sales - other,4.44998582
30/6/2010,Tasman,Accommodation services,0.448412108
30/6/2010,Tasman,"Cultural, recreation, and gambling services",0.183393476
30/6/2010,Tasman,Food and beverage serving services,0.816805565
30/6/2010,Tasman,Other passenger transport,1.634887064
30/6/2010,Tasman,Other tourism products,0.343410511
30/6/2010,Tasman,"Retail sales - alcohol, food, and beverages",1.488471152
30/6/2010,Tasman,Retail sales - fuel and other automotive products,0.882073479
30/6/2010,Tasman,Retail sales - other,1.189836043
30/6/2010,Waikato,Accommodation services,6.597799248
30/6/2010,Waikato,"Cultural, recreation, and gambling services",3.437616383
30/6/2010,Waikato,Food and beverage serving services,13.23589427
30/6/2010,Waikato,Other passenger transport,13.77364077
30/6/2010,Waikato,Other tourism products,7.798999047
30/6/2010,Waikato,"Retail sales - alcohol, food, and beverages",12.31109663
30/6/2010,Waikato,Retail sales - fuel and other automotive products,14.88050228
30/6/2010,Waikato,Retail sales - other,28.27640182
30/6/2010,Wellington,Accommodation services,7.050348093
30/6/2010,Wellington,"Cultural, recreation, and gambling services",2.095634428
30/6/2010,Wellington,Food and beverage serving services,12.8140847
30/6/2010,Wellington,Other passenger transport,23.30847594
30/6/2010,Wellington,Other tourism products,13.45288959
30/6/2010,Wellington,"Retail sales - alcohol, food, and beverages",7.681731086
30/6/2010,Wellington,Retail sales - fuel and other automotive products,5.034569852
30/6/2010,Wellington,Retail sales - other,27.98113107
30/6/2010,West Coast,Accommodation services,1.699955085
30/6/2010,West Coast,"Cultural, recreation, and gambling services",0.408147027
30/6/2010,West Coast,Food and beverage serving services,1.288109226
30/6/2010,West Coast,Other passenger transport,1.893590734
30/6/2010,West Coast,Other tourism products,0.443175917
30/6/2010,West Coast,"Retail sales - alcohol, food, and beverages",1.664092625
30/6/2010,West Coast,Retail sales - fuel and other automotive products,1.807118632
30/6/2010,West Coast,Retail sales - other,1.674964501
31/7/2010,Auckland,Accommodation services,11.8407001
31/7/2010,Auckland,"Cultural, recreation, and gambling services",6.204483417
31/7/2010,Auckland,Food and beverage serving services,21.03440631
31/7/2010,Auckland,Other passenger transport,52.03797445
31/7/2010,Auckland,Other tourism products,28.37894173
31/7/2010,Auckland,"Retail sales - alcohol, food, and beverages",16.27455052
31/7/2010,Auckland,Retail sales - fuel and other automotive products,12.19289826
31/7/2010,Auckland,Retail sales - other,69.23245584
31/7/2010,Bay of Plenty,Accommodation services,6.831289497
31/7/2010,Bay of Plenty,"Cultural, recreation, and gambling services",6.008614924
31/7/2010,Bay of Plenty,Food and beverage serving services,8.827796518
31/7/2010,Bay of Plenty,Other passenger transport,4.568851706
31/7/2010,Bay of Plenty,Other tourism products,5.549565854
31/7/2010,Bay of Plenty,"Retail sales - alcohol, food, and beverages",8.501403147
31/7/2010,Bay of Plenty,Retail sales - fuel and other automotive products,7.008932912
31/7/2010,Bay of Plenty,Retail sales - other,19.64672242
31/7/2010,Canterbury,Accommodation services,11.85537747
31/7/2010,Canterbury,"Cultural, recreation, and gambling services",13.2601137
31/7/2010,Canterbury,Food and beverage serving services,17.52515778
31/7/2010,Canterbury,Other passenger transport,30.94065516
31/7/2010,Canterbury,Other tourism products,11.82605835
31/7/2010,Canterbury,"Retail sales - alcohol, food, and beverages",16.15197238
31/7/2010,Canterbury,Retail sales - fuel and other automotive products,12.67640157
31/7/2010,Canterbury,Retail sales - other,41.09725633
31/7/2010,Gisborne,Accommodation services,0.724653401
31/7/2010,Gisborne,"Cultural, recreation, and gambling services",0.104147108
31/7/2010,Gisborne,Food and beverage serving services,0.872104305
31/7/2010,Gisborne,Other passenger transport,0.218975604
31/7/2010,Gisborne,Other tourism products,0.334599472
31/7/2010,Gisborne,"Retail sales - alcohol, food, and beverages",1.842369554
31/7/2010,Gisborne,Retail sales - fuel and other automotive products,1.108382549
31/7/2010,Gisborne,Retail sales - other,1.414898379
31/7/2010,Hawke's Bay,Accommodation services,2.659412985
31/7/2010,Hawke's Bay,"Cultural, recreation, and gambling services",0.533919922
31/7/2010,Hawke's Bay,Food and beverage serving services,3.130473497
31/7/2010,Hawke's Bay,Other passenger transport,4.686990384
31/7/2010,Hawke's Bay,Other tourism products,2.15009791
31/7/2010,Hawke's Bay,"Retail sales - alcohol, food, and beverages",3.991679936
31/7/2010,Hawke's Bay,Retail sales - fuel and other automotive products,2.678420784
31/7/2010,Hawke's Bay,Retail sales - other,7.204722344
31/7/2010,Manawatu-Whanganui,Accommodation services,5.751179674
31/7/2010,Manawatu-Whanganui,"Cultural, recreation, and gambling services",13.80430526
31/7/2010,Manawatu-Whanganui,Food and beverage serving services,6.900100243
31/7/2010,Manawatu-Whanganui,Other passenger transport,2.848638265
31/7/2010,Manawatu-Whanganui,Other tourism products,4.882299227
31/7/2010,Manawatu-Whanganui,"Retail sales - alcohol, food, and beverages",7.480657378
31/7/2010,Manawatu-Whanganui,Retail sales - fuel and other automotive products,8.798048369
31/7/2010,Manawatu-Whanganui,Retail sales - other,17.52650611
31/7/2010,Marlborough,Accommodation services,1.142503435
31/7/2010,Marlborough,"Cultural, recreation, and gambling services",0.411517982
31/7/2010,Marlborough,Food and beverage serving services,1.340541123
31/7/2010,Marlborough,Other passenger transport,3.619288096
31/7/2010,Marlborough,Other tourism products,0.422656006
31/7/2010,Marlborough,"Retail sales - alcohol, food, and beverages",1.601653658
31/7/2010,Marlborough,Retail sales - fuel and other automotive products,1.525448484
31/7/2010,Marlborough,Retail sales - other,1.810935245
31/7/2010,Nelson,Accommodation services,1.356026387
31/7/2010,Nelson,"Cultural, recreation, and gambling services",0.103884487
31/7/2010,Nelson,Food and beverage serving services,1.456462134
31/7/2010,Nelson,Other passenger transport,2.758476361
31/7/2010,Nelson,Other tourism products,0.988111309
31/7/2010,Nelson,"Retail sales - alcohol, food, and beverages",1.142462042
31/7/2010,Nelson,Retail sales - fuel and other automotive products,0.702018155
31/7/2010,Nelson,Retail sales - other,4.004188561
31/7/2010,Northland,Accommodation services,2.726297766
31/7/2010,Northland,"Cultural, recreation, and gambling services",1.34479154
31/7/2010,Northland,Food and beverage serving services,4.073369241
31/7/2010,Northland,Other passenger transport,4.952707882
31/7/2010,Northland,Other tourism products,3.058706809
31/7/2010,Northland,"Retail sales - alcohol, food, and beverages",7.486810309
31/7/2010,Northland,Retail sales - fuel and other automotive products,5.004566831
31/7/2010,Northland,Retail sales - other,9.289766306
31/7/2010,Otago,Accommodation services,9.601112957
31/7/2010,Otago,"Cultural, recreation, and gambling services",24.99456211
31/7/2010,Otago,Food and beverage serving services,13.81502015
31/7/2010,Otago,Other passenger transport,22.32690389
31/7/2010,Otago,Other tourism products,5.340334315
31/7/2010,Otago,"Retail sales - alcohol, food, and beverages",12.97173225
31/7/2010,Otago,Retail sales - fuel and other automotive products,7.0727947
31/7/2010,Otago,Retail sales - other,23.24215359
31/7/2010,Southland,Accommodation services,1.754254426
31/7/2010,Southland,"Cultural, recreation, and gambling services",0.430562904
31/7/2010,Southland,Food and beverage serving services,2.498385663
31/7/2010,Southland,Other passenger transport,3.155160549
31/7/2010,Southland,Other tourism products,1.625859693
31/7/2010,Southland,"Retail sales - alcohol, food, and beverages",4.156619213
31/7/2010,Southland,Retail sales - fuel and other automotive products,2.674123057
31/7/2010,Southland,Retail sales - other,7.011529759
31/7/2010,Taranaki,Accommodation services,1.830596756
31/7/2010,Taranaki,"Cultural, recreation, and gambling services",0.381815359
31/7/2010,Taranaki,Food and beverage serving services,2.162033778
31/7/2010,Taranaki,Other passenger transport,3.210706074
31/7/2010,Taranaki,Other tourism products,1.576490697
31/7/2010,Taranaki,"Retail sales - alcohol, food, and beverages",2.409067774
31/7/2010,Taranaki,Retail sales - fuel and other automotive products,1.85106138
31/7/2010,Taranaki,Retail sales - other,5.226649031
31/7/2010,Tasman,Accommodation services,0.574098151
31/7/2010,Tasman,"Cultural, recreation, and gambling services",0.595626326
31/7/2010,Tasman,Food and beverage serving services,0.885565373
31/7/2010,Tasman,Other passenger transport,1.981090316
31/7/2010,Tasman,Other tourism products,0.337441228
31/7/2010,Tasman,"Retail sales - alcohol, food, and beverages",1.653338696
31/7/2010,Tasman,Retail sales - fuel and other automotive products,0.964943709
31/7/2010,Tasman,Retail sales - other,1.282815855
31/7/2010,Waikato,Accommodation services,7.48307687
31/7/2010,Waikato,"Cultural, recreation, and gambling services",4.613481808
31/7/2010,Waikato,Food and beverage serving services,14.91326852
31/7/2010,Waikato,Other passenger transport,10.48216133
31/7/2010,Waikato,Other tourism products,8.423943538
31/7/2010,Waikato,"Retail sales - alcohol, food, and beverages",14.91176294
31/7/2010,Waikato,Retail sales - fuel and other automotive products,17.45478233
31/7/2010,Waikato,Retail sales - other,28.45067363
31/7/2010,Wellington,Accommodation services,8.327411117
31/7/2010,Wellington,"Cultural, recreation, and gambling services",2.192633898
31/7/2010,Wellington,Food and beverage serving services,15.69170665
31/7/2010,Wellington,Other passenger transport,23.04988561
31/7/2010,Wellington,Other tourism products,13.55444943
31/7/2010,Wellington,"Retail sales - alcohol, food, and beverages",9.375175661
31/7/2010,Wellington,Retail sales - fuel and other automotive products,5.409495534
31/7/2010,Wellington,Retail sales - other,33.70827886
31/7/2010,West Coast,Accommodation services,2.089853554
31/7/2010,West Coast,"Cultural, recreation, and gambling services",0.702556837
31/7/2010,West Coast,Food and beverage serving services,1.608239386
31/7/2010,West Coast,Other passenger transport,3.326228173
31/7/2010,West Coast,Other tourism products,0.458732131
31/7/2010,West Coast,"Retail sales - alcohol, food, and beverages",1.891592883
31/7/2010,West Coast,Retail sales - fuel and other automotive products,2.192767505
31/7/2010,West Coast,Retail sales - other,1.804676407
31/8/2010,Auckland,Accommodation services,11.45583465
31/8/2010,Auckland,"Cultural, recreation, and gambling services",3.691137091
31/8/2010,Auckland,Food and beverage serving services,18.80932771
31/8/2010,Auckland,Other passenger transport,47.97041657
31/8/2010,Auckland,Other tourism products,26.37761357
31/8/2010,Auckland,"Retail sales - alcohol, food, and beverages",13.97690082
31/8/2010,Auckland,Retail sales - fuel and other automotive products,10.68798315
31/8/2010,Auckland,Retail sales - other,63.06731427
31/8/2010,Bay of Plenty,Accommodation services,5.565537859
31/8/2010,Bay of Plenty,"Cultural, recreation, and gambling services",3.044114057
31/8/2010,Bay of Plenty,Food and beverage serving services,6.698661362
31/8/2010,Bay of Plenty,Other passenger transport,8.624337466
31/8/2010,Bay of Plenty,Other tourism products,4.86079569
31/8/2010,Bay of Plenty,"Retail sales - alcohol, food, and beverages",6.401199862
31/8/2010,Bay of Plenty,Retail sales - fuel and other automotive products,5.458354045
31/8/2010,Bay of Plenty,Retail sales - other,15.12538465
31/8/2010,Canterbury,Accommodation services,11.55797451
31/8/2010,Canterbury,"Cultural, recreation, and gambling services",8.600354786
31/8/2010,Canterbury,Food and beverage serving services,15.29681512
31/8/2010,Canterbury,Other passenger transport,27.36689549
31/8/2010,Canterbury,Other tourism products,10.52244204
31/8/2010,Canterbury,"Retail sales - alcohol, food, and beverages",14.06721091
31/8/2010,Canterbury,Retail sales - fuel and other automotive products,10.78060087
31/8/2010,Canterbury,Retail sales - other,33.85762059
31/8/2010,Gisborne,Accommodation services,0.648464273
31/8/2010,Gisborne,"Cultural, recreation, and gambling services",0.081126259
31/8/2010,Gisborne,Food and beverage serving services,0.739972662
31/8/2010,Gisborne,Other passenger transport,0.429531542
31/8/2010,Gisborne,Other tourism products,0.243152967
31/8/2010,Gisborne,"Retail sales - alcohol, food, and beverages",2.462021707
31/8/2010,Gisborne,Retail sales - fuel and other automotive products,0.813021264
31/8/2010,Gisborne,Retail sales - other,1.169735724
31/8/2010,Hawke's Bay,Accommodation services,2.138307585
31/8/2010,Hawke's Bay,"Cultural, recreation, and gambling services",0.449636605
31/8/2010,Hawke's Bay,Food and beverage serving services,2.587000984
31/8/2010,Hawke's Bay,Other passenger transport,3.137390512
31/8/2010,Hawke's Bay,Other tourism products,3.066286815
31/8/2010,Hawke's Bay,"Retail sales - alcohol, food, and beverages",3.405455483
